timestamp,sensor_id,temperature,unit,battery_level
2026-01-26T20:16:01.560404,TEMP-1000,22.08,Celsius,100.0
2026-01-26T20:21:01.560404,TEMP-1000,22.26,Celsius,100.0
2026-01-26T20:26:01.560404,TEMP-1000,22.47,Celsius,100.0
2026-01-26T20:31:01.560404,TEMP-1000,22.21,Celsius,100.0
2026-01-26T20:36:01.560404,TEMP-1000,22.75,Celsius,100.0
2026-01-26T20:41:01.560404,TEMP-1000,21.4,Celsius,100.0
2026-01-26T20:46:01.560404,TEMP-1000,21.94,Celsius,100.0
2026-01-26T20:51:01.560404,TEMP-1000,22.01,Celsius,100.0
2026-01-26T20:56:01.560404,TEMP-1000,21.65,Celsius,100.0
2026-01-26T21:01:01.560404,TEMP-1000,21.93,Celsius,100.0
2026-01-26T21:06:01.560404,TEMP-1000,20.79,Celsius,100.0
2026-01-26T21:11:01.560404,TEMP-1000,21.5,Celsius,100.0
2026-01-26T21:16:01.560404,TEMP-1000,20.76,Celsius,100.0
2026-01-26T21:21:01.560404,TEMP-1000,21.19,Celsius,100.0
2026-01-26T21:26:01.560404,TEMP-1000,21.15,Celsius,100.0
2026-01-26T21:31:01.560404,TEMP-1000,21.04,Celsius,100.0
2026-01-26T21:36:01.560404,TEMP-1000,21.45,Celsius,100.0
2026-01-26T21:41:01.560404,TEMP-1000,21.67,Celsius,100.0
2026-01-26T21:46:01.560404,TEMP-1000,20.51,Celsius,100.0
2026-01-26T21:51:01.560404,TEMP-1000,20.71,Celsius,100.0
2026-01-26T21:56:01.560404,TEMP-1000,20.76,Celsius,100.0
2026-01-26T22:01:01.560404,TEMP-1000,20.6,Celsius,100.0
2026-01-26T22:06:01.560404,TEMP-1000,21.91,Celsius,100.0
2026-01-26T22:11:01.560404,TEMP-1000,20.02,Celsius,100.0
2026-01-26T22:16:01.560404,TEMP-1000,19.53,Celsius,100.0
2026-01-26T22:21:01.560404,TEMP-1000,20.8,Celsius,100.0
2026-01-26T22:26:01.560404,TEMP-1000,21.54,Celsius,100.0
2026-01-26T22:31:01.560404,TEMP-1000,19.74,Celsius,100.0
2026-01-26T22:36:01.560404,TEMP-1000,19.89,Celsius,100.0
2026-01-26T22:41:01.560404,TEMP-1000,19.91,Celsius,100.0
2026-01-26T22:46:01.560404,TEMP-1000,19.71,Celsius,100.0
2026-01-26T22:51:01.560404,TEMP-1000,19.67,Celsius,100.0
2026-01-26T22:56:01.560404,TEMP-1000,19.78,Celsius,100.0
2026-01-26T23:01:01.560404,TEMP-1000,18.89,Celsius,100.0
2026-01-26T23:06:01.560404,TEMP-1000,20.52,Celsius,100.0
2026-01-26T23:11:01.560404,TEMP-1000,19.21,Celsius,100.0
2026-01-26T23:16:01.560404,TEMP-1000,20.55,Celsius,100.0
2026-01-26T23:21:01.560404,TEMP-1000,20.42,Celsius,100.0
2026-01-26T23:26:01.560404,TEMP-1000,18.55,Celsius,100.0
2026-01-26T23:31:01.560404,TEMP-1000,20.21,Celsius,100.0
2026-01-26T23:36:01.560404,TEMP-1000,19.88,Celsius,100.0
2026-01-26T23:41:01.560404,TEMP-1000,19.81,Celsius,100.0
2026-01-26T23:46:01.560404,TEMP-1000,20.27,Celsius,100.0
2026-01-26T23:51:01.560404,TEMP-1000,20.35,Celsius,100.0
2026-01-26T23:56:01.560404,TEMP-1000,19.76,Celsius,100.0
2026-01-27T00:01:01.560404,TEMP-1000,19.83,Celsius,100.0
2026-01-27T00:06:01.560404,TEMP-1000,19.83,Celsius,100.0
2026-01-27T00:11:01.560404,TEMP-1000,20.06,Celsius,100.0
2026-01-27T00:16:01.560404,TEMP-1000,20.49,Celsius,100.0
2026-01-27T00:21:01.560404,TEMP-1000,19.72,Celsius,100.0
2026-01-27T00:26:01.560404,TEMP-1000,19.99,Celsius,100.0
2026-01-27T00:31:01.560404,TEMP-1000,19.08,Celsius,100.0
2026-01-27T00:36:01.560404,TEMP-1000,21.0,Celsius,100.0
2026-01-27T00:41:01.560404,TEMP-1000,19.45,Celsius,100.0
2026-01-27T00:46:01.560404,TEMP-1000,19.89,Celsius,100.0
2026-01-27T00:51:01.560404,TEMP-1000,19.96,Celsius,100.0
2026-01-27T00:56:01.560404,TEMP-1000,19.39,Celsius,100.0
2026-01-27T01:01:01.560404,TEMP-1000,20.02,Celsius,100.0
2026-01-27T01:06:01.560404,TEMP-1000,19.7,Celsius,100.0
2026-01-27T01:11:01.560404,TEMP-1000,19.84,Celsius,100.0
2026-01-27T01:16:01.560404,TEMP-1000,20.68,Celsius,100.0
2026-01-27T01:21:01.560404,TEMP-1000,20.28,Celsius,100.0
2026-01-27T01:26:01.560404,TEMP-1000,19.77,Celsius,100.0
2026-01-27T01:31:01.560404,TEMP-1000,20.05,Celsius,100.0
2026-01-27T01:36:01.560404,TEMP-1000,19.69,Celsius,100.0
2026-01-27T01:41:01.560404,TEMP-1000,20.62,Celsius,100.0
2026-01-27T01:46:01.560404,TEMP-1000,19.94,Celsius,100.0
2026-01-27T01:51:01.560404,TEMP-1000,19.62,Celsius,100.0
2026-01-27T01:56:01.560404,TEMP-1000,20.22,Celsius,100.0
2026-01-27T02:01:01.560404,TEMP-1000,19.21,Celsius,100.0
2026-01-27T02:06:01.560404,TEMP-1000,19.71,Celsius,100.0
2026-01-27T02:11:01.560404,TEMP-1000,19.84,Celsius,100.0
2026-01-27T02:16:01.560404,TEMP-1000,20.44,Celsius,100.0
2026-01-27T02:21:01.560404,TEMP-1000,19.5,Celsius,100.0
2026-01-27T02:26:01.560404,TEMP-1000,19.95,Celsius,100.0
2026-01-27T02:31:01.560404,TEMP-1000,20.47,Celsius,100.0
2026-01-27T02:36:01.560404,TEMP-1000,19.7,Celsius,100.0
2026-01-27T02:41:01.560404,TEMP-1000,19.67,Celsius,100.0
2026-01-27T02:46:01.560404,TEMP-1000,20.92,Celsius,100.0
2026-01-27T02:51:01.560404,TEMP-1000,20.14,Celsius,100.0
2026-01-27T02:56:01.560404,TEMP-1000,20.8,Celsius,100.0
2026-01-27T03:01:01.560404,TEMP-1000,20.09,Celsius,100.0
2026-01-27T03:06:01.560404,TEMP-1000,20.22,Celsius,100.0
2026-01-27T03:11:01.560404,TEMP-1000,20.55,Celsius,100.0
2026-01-27T03:16:01.560404,TEMP-1000,20.34,Celsius,100.0
2026-01-27T03:21:01.560404,TEMP-1000,20.76,Celsius,100.0
2026-01-27T03:26:01.560404,TEMP-1000,19.95,Celsius,100.0
2026-01-27T03:31:01.560404,TEMP-1000,20.67,Celsius,100.0
2026-01-27T03:36:01.560404,TEMP-1000,19.62,Celsius,100.0
2026-01-27T03:41:01.560404,TEMP-1000,20.48,Celsius,100.0
2026-01-27T03:46:01.560404,TEMP-1000,21.33,Celsius,100.0
2026-01-27T03:51:01.560404,TEMP-1000,20.71,Celsius,100.0
2026-01-27T03:56:01.560404,TEMP-1000,21.02,Celsius,100.0
2026-01-27T04:01:01.560404,TEMP-1000,21.22,Celsius,100.0
2026-01-27T04:06:01.560404,TEMP-1000,20.96,Celsius,100.0
2026-01-27T04:11:01.560404,TEMP-1000,21.81,Celsius,100.0
2026-01-27T04:16:01.560404,TEMP-1000,21.08,Celsius,100.0
2026-01-27T04:21:01.560404,TEMP-1000,21.3,Celsius,100.0
2026-01-27T04:26:01.560404,TEMP-1000,21.1,Celsius,100.0
2026-01-27T04:31:01.560404,TEMP-1000,21.39,Celsius,100.0
2026-01-27T04:36:01.560404,TEMP-1000,21.7,Celsius,100.0
2026-01-27T04:41:01.560404,TEMP-1000,21.69,Celsius,100.0
2026-01-27T04:46:01.560404,TEMP-1000,20.87,Celsius,100.0
2026-01-27T04:51:01.560404,TEMP-1000,21.2,Celsius,100.0
2026-01-27T04:56:01.560404,TEMP-1000,21.36,Celsius,100.0
2026-01-27T05:01:01.560404,TEMP-1000,20.88,Celsius,100.0
2026-01-27T05:06:01.560404,TEMP-1000,21.93,Celsius,100.0
2026-01-27T05:11:01.560404,TEMP-1000,20.95,Celsius,100.0
2026-01-27T05:16:01.560404,TEMP-1000,21.83,Celsius,100.0
2026-01-27T05:21:01.560404,TEMP-1000,21.92,Celsius,100.0
2026-01-27T05:26:01.560404,TEMP-1000,21.85,Celsius,100.0
2026-01-27T05:31:01.560404,TEMP-1000,22.01,Celsius,100.0
2026-01-27T05:36:01.560404,TEMP-1000,21.79,Celsius,100.0
2026-01-27T05:41:01.560404,TEMP-1000,23.33,Celsius,100.0
2026-01-27T05:46:01.560404,TEMP-1000,22.93,Celsius,100.0
2026-01-27T05:51:01.560404,TEMP-1000,23.01,Celsius,100.0
2026-01-27T05:56:01.560404,TEMP-1000,22.33,Celsius,100.0
2026-01-27T06:01:01.560404,TEMP-1000,22.59,Celsius,100.0
2026-01-27T06:06:01.560404,TEMP-1000,23.07,Celsius,100.0
2026-01-27T06:11:01.560404,TEMP-1000,22.98,Celsius,100.0
2026-01-27T06:16:01.560404,TEMP-1000,23.31,Celsius,100.0
2026-01-27T06:21:01.560404,TEMP-1000,23.2,Celsius,100.0
2026-01-27T06:26:01.560404,TEMP-1000,23.47,Celsius,100.0
2026-01-27T06:31:01.560404,TEMP-1000,23.6,Celsius,100.0
2026-01-27T06:36:01.560404,TEMP-1000,23.1,Celsius,100.0
2026-01-27T06:41:01.560404,TEMP-1000,23.49,Celsius,100.0
2026-01-27T06:46:01.560404,TEMP-1000,23.58,Celsius,100.0
2026-01-27T06:51:01.560404,TEMP-1000,22.52,Celsius,100.0
2026-01-27T06:56:01.560404,TEMP-1000,24.02,Celsius,100.0
2026-01-27T07:01:01.560404,TEMP-1000,23.01,Celsius,100.0
2026-01-27T07:06:01.560404,TEMP-1000,23.87,Celsius,100.0
2026-01-27T07:11:01.560404,TEMP-1000,24.31,Celsius,100.0
2026-01-27T07:16:01.560404,TEMP-1000,23.86,Celsius,100.0
2026-01-27T07:21:01.560404,TEMP-1000,24.18,Celsius,100.0
2026-01-27T07:26:01.560404,TEMP-1000,24.99,Celsius,100.0
2026-01-27T07:31:01.560404,TEMP-1000,23.96,Celsius,100.0
2026-01-27T07:36:01.560404,TEMP-1000,24.45,Celsius,100.0
2026-01-27T07:41:01.560404,TEMP-1000,24.38,Celsius,100.0
2026-01-27T07:46:01.560404,TEMP-1000,24.81,Celsius,100.0
2026-01-27T07:51:01.560404,TEMP-1000,24.78,Celsius,100.0
2026-01-27T07:56:01.560404,TEMP-1000,24.08,Celsius,100.0
2026-01-27T08:01:01.560404,TEMP-1000,25.11,Celsius,100.0
2026-01-27T08:06:01.560404,TEMP-1000,24.99,Celsius,100.0
2026-01-27T08:11:01.560404,TEMP-1000,24.53,Celsius,100.0
2026-01-27T08:16:01.560404,TEMP-1000,24.73,Celsius,100.0
2026-01-27T08:21:01.560404,TEMP-1000,25.19,Celsius,100.0
2026-01-27T08:26:01.560404,TEMP-1000,25.24,Celsius,100.0
2026-01-27T08:31:01.560404,TEMP-1000,25.05,Celsius,100.0
2026-01-27T08:36:01.560404,TEMP-1000,24.83,Celsius,100.0
2026-01-27T08:41:01.560404,TEMP-1000,25.88,Celsius,100.0
2026-01-27T08:46:01.560404,TEMP-1000,26.13,Celsius,100.0
2026-01-27T08:51:01.560404,TEMP-1000,25.15,Celsius,100.0
2026-01-27T08:56:01.560404,TEMP-1000,25.26,Celsius,100.0
2026-01-27T09:01:01.560404,TEMP-1000,26.19,Celsius,100.0
2026-01-27T09:06:01.560404,TEMP-1000,25.33,Celsius,100.0
2026-01-27T09:11:01.560404,TEMP-1000,26.75,Celsius,100.0
2026-01-27T09:16:01.560404,TEMP-1000,25.8,Celsius,100.0
2026-01-27T09:21:01.560404,TEMP-1000,26.66,Celsius,100.0
2026-01-27T09:26:01.560404,TEMP-1000,27.12,Celsius,100.0
2026-01-27T09:31:01.560404,TEMP-1000,26.14,Celsius,100.0
2026-01-27T09:36:01.560404,TEMP-1000,25.6,Celsius,100.0
2026-01-27T09:41:01.560404,TEMP-1000,26.5,Celsius,100.0
2026-01-27T09:46:01.560404,TEMP-1000,26.49,Celsius,100.0
2026-01-27T09:51:01.560404,TEMP-1000,26.84,Celsius,100.0
2026-01-27T09:56:01.560404,TEMP-1000,26.1,Celsius,100.0
2026-01-27T10:01:01.560404,TEMP-1000,26.66,Celsius,100.0
2026-01-27T10:06:01.560404,TEMP-1000,27.33,Celsius,100.0
2026-01-27T10:11:01.560404,TEMP-1000,26.32,Celsius,100.0
2026-01-27T10:16:01.560404,TEMP-1000,27.64,Celsius,100.0
2026-01-27T10:21:01.560404,TEMP-1000,27.24,Celsius,100.0
2026-01-27T10:26:01.560404,TEMP-1000,26.59,Celsius,100.0
2026-01-27T10:31:01.560404,TEMP-1000,26.23,Celsius,100.0
2026-01-27T10:36:01.560404,TEMP-1000,26.68,Celsius,100.0
2026-01-27T10:41:01.560404,TEMP-1000,27.0,Celsius,100.0
2026-01-27T10:46:01.560404,TEMP-1000,26.65,Celsius,100.0
2026-01-27T10:51:01.560404,TEMP-1000,26.39,Celsius,100.0
2026-01-27T10:56:01.560404,TEMP-1000,28.22,Celsius,100.0
2026-01-27T11:01:01.560404,TEMP-1000,26.82,Celsius,100.0
2026-01-27T11:06:01.560404,TEMP-1000,28.05,Celsius,100.0
2026-01-27T11:11:01.560404,TEMP-1000,27.25,Celsius,100.0
2026-01-27T11:16:01.560404,TEMP-1000,27.31,Celsius,100.0
2026-01-27T11:21:01.560404,TEMP-1000,26.61,Celsius,100.0
2026-01-27T11:26:01.560404,TEMP-1000,27.18,Celsius,100.0
2026-01-27T11:31:01.560404,TEMP-1000,27.7,Celsius,100.0
2026-01-27T11:36:01.560404,TEMP-1000,27.35,Celsius,100.0
2026-01-27T11:41:01.560404,TEMP-1000,28.12,Celsius,100.0
2026-01-27T11:46:01.560404,TEMP-1000,27.4,Celsius,100.0
2026-01-27T11:51:01.560404,TEMP-1000,27.63,Celsius,100.0
2026-01-27T11:56:01.560404,TEMP-1000,26.64,Celsius,100.0
2026-01-27T12:01:01.560404,TEMP-1000,27.12,Celsius,100.0
2026-01-27T12:06:01.560404,TEMP-1000,28.41,Celsius,100.0
2026-01-27T12:11:01.560404,TEMP-1000,27.64,Celsius,100.0
2026-01-27T12:16:01.560404,TEMP-1000,28.1,Celsius,100.0
2026-01-27T12:21:01.560404,TEMP-1000,28.01,Celsius,100.0
2026-01-27T12:26:01.560404,TEMP-1000,27.34,Celsius,100.0
2026-01-27T12:31:01.560404,TEMP-1000,27.71,Celsius,100.0
2026-01-27T12:36:01.560404,TEMP-1000,27.62,Celsius,100.0
2026-01-27T12:41:01.560404,TEMP-1000,28.33,Celsius,100.0
2026-01-27T12:46:01.560404,TEMP-1000,27.79,Celsius,100.0
2026-01-27T12:51:01.560404,TEMP-1000,27.15,Celsius,100.0
2026-01-27T12:56:01.560404,TEMP-1000,27.7,Celsius,100.0
2026-01-27T13:01:01.560404,TEMP-1000,28.03,Celsius,100.0
2026-01-27T13:06:01.560404,TEMP-1000,27.33,Celsius,100.0
2026-01-27T13:11:01.560404,TEMP-1000,28.0,Celsius,100.0
2026-01-27T13:16:01.560404,TEMP-1000,27.93,Celsius,100.0
2026-01-27T13:21:01.560404,TEMP-1000,27.54,Celsius,100.0
2026-01-27T13:26:01.560404,TEMP-1000,28.0,Celsius,100.0
2026-01-27T13:31:01.560404,TEMP-1000,27.88,Celsius,100.0
2026-01-27T13:36:01.560404,TEMP-1000,27.3,Celsius,100.0
2026-01-27T13:41:01.560404,TEMP-1000,27.36,Celsius,100.0
2026-01-27T13:46:01.560404,TEMP-1000,28.02,Celsius,100.0
2026-01-27T13:51:01.560404,TEMP-1000,27.67,Celsius,100.0
2026-01-27T13:56:01.560404,TEMP-1000,26.75,Celsius,100.0
2026-01-27T14:01:01.560404,TEMP-1000,27.13,Celsius,100.0
2026-01-27T14:06:01.560404,TEMP-1000,26.85,Celsius,100.0
2026-01-27T14:11:01.560404,TEMP-1000,28.01,Celsius,100.0
2026-01-27T14:16:01.560404,TEMP-1000,27.69,Celsius,100.0
2026-01-27T14:21:01.560404,TEMP-1000,27.38,Celsius,100.0
2026-01-27T14:26:01.560404,TEMP-1000,26.98,Celsius,100.0
2026-01-27T14:31:01.560404,TEMP-1000,26.62,Celsius,100.0
2026-01-27T14:36:01.560404,TEMP-1000,27.69,Celsius,100.0
2026-01-27T14:41:01.560404,TEMP-1000,27.32,Celsius,100.0
2026-01-27T14:46:01.560404,TEMP-1000,28.23,Celsius,100.0
2026-01-27T14:51:01.560404,TEMP-1000,27.72,Celsius,100.0
2026-01-27T14:56:01.560404,TEMP-1000,27.51,Celsius,100.0
2026-01-27T15:01:01.560404,TEMP-1000,26.05,Celsius,100.0
2026-01-27T15:06:01.560404,TEMP-1000,26.82,Celsius,100.0
2026-01-27T15:11:01.560404,TEMP-1000,26.96,Celsius,100.0
2026-01-27T15:16:01.560404,TEMP-1000,26.52,Celsius,100.0
2026-01-27T15:21:01.560404,TEMP-1000,26.97,Celsius,100.0
2026-01-27T15:26:01.560404,TEMP-1000,26.76,Celsius,100.0
2026-01-27T15:31:01.560404,TEMP-1000,27.3,Celsius,100.0
2026-01-27T15:36:01.560404,TEMP-1000,26.61,Celsius,100.0
2026-01-27T15:41:01.560404,TEMP-1000,25.81,Celsius,100.0
2026-01-27T15:46:01.560404,TEMP-1000,26.69,Celsius,100.0
2026-01-27T15:51:01.560404,TEMP-1000,26.46,Celsius,100.0
2026-01-27T15:56:01.560404,TEMP-1000,25.23,Celsius,100.0
2026-01-27T16:01:01.560404,TEMP-1000,27.37,Celsius,100.0
2026-01-27T16:06:01.560404,TEMP-1000,27.24,Celsius,100.0
2026-01-27T16:11:01.560404,TEMP-1000,26.67,Celsius,100.0
2026-01-27T16:16:01.560404,TEMP-1000,26.46,Celsius,100.0
2026-01-27T16:21:01.560404,TEMP-1000,26.37,Celsius,100.0
2026-01-27T16:26:01.560404,TEMP-1000,25.81,Celsius,100.0
2026-01-27T16:31:01.560404,TEMP-1000,26.64,Celsius,100.0
2026-01-27T16:36:01.560404,TEMP-1000,25.4,Celsius,100.0
2026-01-27T16:41:01.560404,TEMP-1000,25.64,Celsius,100.0
2026-01-27T16:46:01.560404,TEMP-1000,25.26,Celsius,100.0
2026-01-27T16:51:01.560404,TEMP-1000,25.81,Celsius,100.0
2026-01-27T16:56:01.560404,TEMP-1000,25.31,Celsius,100.0
2026-01-27T17:01:01.560404,TEMP-1000,25.4,Celsius,100.0
2026-01-27T17:06:01.560404,TEMP-1000,25.33,Celsius,100.0
2026-01-27T17:11:01.560404,TEMP-1000,25.4,Celsius,100.0
2026-01-27T17:16:01.560404,TEMP-1000,25.73,Celsius,100.0
2026-01-27T17:21:01.560404,TEMP-1000,25.73,Celsius,100.0
2026-01-27T17:26:01.560404,TEMP-1000,26.23,Celsius,100.0
2026-01-27T17:31:01.560404,TEMP-1000,24.7,Celsius,100.0
2026-01-27T17:36:01.560404,TEMP-1000,24.99,Celsius,100.0
2026-01-27T17:41:01.560404,TEMP-1000,24.66,Celsius,100.0
2026-01-27T17:46:01.560404,TEMP-1000,24.91,Celsius,100.0
2026-01-27T17:51:01.560404,TEMP-1000,25.05,Celsius,100.0
2026-01-27T17:56:01.560404,TEMP-1000,24.75,Celsius,100.0
2026-01-27T18:01:01.560404,TEMP-1000,25.3,Celsius,100.0
2026-01-27T18:06:01.560404,TEMP-1000,24.77,Celsius,100.0
2026-01-27T18:11:01.560404,TEMP-1000,25.06,Celsius,100.0
2026-01-27T18:16:01.560404,TEMP-1000,24.9,Celsius,100.0
2026-01-27T18:21:01.560404,TEMP-1000,23.62,Celsius,100.0
2026-01-27T18:26:01.560404,TEMP-1000,24.0,Celsius,100.0
2026-01-27T18:31:01.560404,TEMP-1000,24.94,Celsius,100.0
2026-01-27T18:36:01.560404,TEMP-1000,23.89,Celsius,100.0
2026-01-27T18:41:01.560404,TEMP-1000,23.32,Celsius,100.0
2026-01-27T18:46:01.560404,TEMP-1000,24.49,Celsius,100.0
2026-01-27T18:51:01.560404,TEMP-1000,24.77,Celsius,100.0
2026-01-27T18:56:01.560404,TEMP-1000,23.88,Celsius,100.0
2026-01-27T19:01:01.560404,TEMP-1000,23.47,Celsius,100.0
2026-01-27T19:06:01.560404,TEMP-1000,24.26,Celsius,100.0
2026-01-27T19:11:01.560404,TEMP-1000,23.39,Celsius,100.0
2026-01-27T19:16:01.560404,TEMP-1000,23.65,Celsius,100.0
2026-01-27T19:21:01.560404,TEMP-1000,23.3,Celsius,100.0
2026-01-27T19:26:01.560404,TEMP-1000,23.45,Celsius,100.0
2026-01-27T19:31:01.560404,TEMP-1000,23.82,Celsius,100.0
2026-01-27T19:36:01.560404,TEMP-1000,23.97,Celsius,100.0
2026-01-27T19:41:01.560404,TEMP-1000,23.06,Celsius,100.0
2026-01-27T19:46:01.560404,TEMP-1000,23.22,Celsius,100.0
2026-01-27T19:51:01.560404,TEMP-1000,22.66,Celsius,100.0
2026-01-27T19:56:01.560404,TEMP-1000,22.36,Celsius,100.0
2026-01-27T20:01:01.560404,TEMP-1000,21.83,Celsius,100.0
2026-01-27T20:06:01.560404,TEMP-1000,22.35,Celsius,100.0
2026-01-27T20:11:01.560404,TEMP-1000,22.31,Celsius,100.0
2026-01-27T20:16:01.560404,TEMP-1000,21.54,Celsius,100.0
2026-01-27T20:21:01.560404,TEMP-1000,22.02,Celsius,100.0
2026-01-27T20:26:01.560404,TEMP-1000,22.78,Celsius,100.0
2026-01-27T20:31:01.560404,TEMP-1000,23.01,Celsius,100.0
2026-01-27T20:36:01.560404,TEMP-1000,22.76,Celsius,100.0
2026-01-27T20:41:01.560404,TEMP-1000,22.0,Celsius,100.0
2026-01-27T20:46:01.560404,TEMP-1000,21.98,Celsius,100.0
2026-01-27T20:51:01.560404,TEMP-1000,21.61,Celsius,100.0
2026-01-27T20:56:01.560404,TEMP-1000,21.96,Celsius,100.0
2026-01-27T21:01:01.560404,TEMP-1000,22.15,Celsius,100.0
2026-01-27T21:06:01.560404,TEMP-1000,21.84,Celsius,100.0
2026-01-27T21:11:01.560404,TEMP-1000,21.08,Celsius,100.0
2026-01-27T21:16:01.560404,TEMP-1000,20.89,Celsius,100.0
2026-01-27T21:21:01.560404,TEMP-1000,21.52,Celsius,100.0
2026-01-27T21:26:01.560404,TEMP-1000,19.96,Celsius,100.0
2026-01-27T21:31:01.560404,TEMP-1000,21.56,Celsius,100.0
2026-01-27T21:36:01.560404,TEMP-1000,20.05,Celsius,100.0
