timestamp,location_id,parameter,value,unit,quality_index
2026-02-10T02:34:56.653703,SITE-100,co2,1036.16,ppm,69.3
2026-02-10T02:49:56.653703,SITE-100,co2,1056.04,ppm,66.9
2026-02-10T03:04:56.653703,SITE-100,co2,1065.73,ppm,65.8
2026-02-10T03:19:56.653703,SITE-100,co2,1063.17,ppm,66.1
2026-02-10T03:34:56.653703,SITE-100,co2,1016.28,ppm,71.6
2026-02-10T03:49:56.653703,SITE-100,co2,1055.31,ppm,67.0
2026-02-10T04:04:56.653703,SITE-100,co2,1025.14,ppm,70.6
2026-02-10T04:19:56.653703,SITE-100,co2,1045.52,ppm,68.2
2026-02-10T04:34:56.653703,SITE-100,co2,1023.64,ppm,70.7
2026-02-10T04:49:56.653703,SITE-100,co2,1021.26,ppm,71.0
2026-02-10T05:04:56.653703,SITE-100,co2,1013.47,ppm,71.9
2026-02-10T05:19:56.653703,SITE-100,co2,1021.1,ppm,71.0
2026-02-10T05:34:56.653703,SITE-100,co2,1035.55,ppm,69.3
2026-02-10T05:49:56.653703,SITE-100,co2,999.53,ppm,73.6
2026-02-10T06:04:56.653703,SITE-100,co2,1015.0,ppm,71.8
2026-02-10T06:19:56.653703,SITE-100,co2,976.52,ppm,76.3
2026-02-10T06:34:56.653703,SITE-100,co2,960.28,ppm,78.2
2026-02-10T06:49:56.653703,SITE-100,co2,1007.12,ppm,72.7
2026-02-10T07:04:56.653703,SITE-100,co2,982.55,ppm,75.6
2026-02-10T07:19:56.653703,SITE-100,co2,969.36,ppm,77.1
2026-02-10T07:34:56.653703,SITE-100,co2,965.59,ppm,77.6
2026-02-10T07:49:56.653703,SITE-100,co2,982.07,ppm,75.6
2026-02-10T08:04:56.653703,SITE-100,co2,977.05,ppm,76.2
2026-02-10T08:19:56.653703,SITE-100,co2,944.62,ppm,80.0
2026-02-10T08:34:56.653703,SITE-100,co2,945.67,ppm,79.9
2026-02-10T08:49:56.653703,SITE-100,co2,959.09,ppm,78.3
2026-02-10T09:04:56.653703,SITE-100,co2,952.7,ppm,79.1
2026-02-10T09:19:56.653703,SITE-100,co2,920.06,ppm,82.9
2026-02-10T09:34:56.653703,SITE-100,co2,920.55,ppm,82.9
2026-02-10T09:49:56.653703,SITE-100,co2,979.28,ppm,76.0
2026-02-10T10:04:56.653703,SITE-100,co2,938.61,ppm,80.8
2026-02-10T10:19:56.653703,SITE-100,co2,958.14,ppm,78.5
2026-02-10T10:34:56.653703,SITE-100,co2,929.96,ppm,81.8
2026-02-10T10:49:56.653703,SITE-100,co2,979.48,ppm,75.9
2026-02-10T11:04:56.653703,SITE-100,co2,975.89,ppm,76.4
2026-02-10T11:19:56.653703,SITE-100,co2,948.35,ppm,79.6
2026-02-10T11:34:56.653703,SITE-100,co2,960.42,ppm,78.2
2026-02-10T11:49:56.653703,SITE-100,co2,945.24,ppm,80.0
2026-02-10T12:04:56.653703,SITE-100,co2,950.87,ppm,79.3
2026-02-10T12:19:56.653703,SITE-100,co2,962.17,ppm,78.0
2026-02-10T12:34:56.653703,SITE-100,co2,971.51,ppm,76.9
2026-02-10T12:49:56.653703,SITE-100,co2,973.88,ppm,76.6
2026-02-10T13:04:56.653703,SITE-100,co2,967.4,ppm,77.4
2026-02-10T13:19:56.653703,SITE-100,co2,972.21,ppm,76.8
2026-02-10T13:34:56.653703,SITE-100,co2,964.03,ppm,77.8
2026-02-10T13:49:56.653703,SITE-100,co2,993.72,ppm,74.3
2026-02-10T14:04:56.653703,SITE-100,co2,957.96,ppm,78.5
2026-02-10T14:19:56.653703,SITE-100,co2,995.69,ppm,74.0
2026-02-10T14:34:56.653703,SITE-100,co2,997.63,ppm,73.8
2026-02-10T14:49:56.653703,SITE-100,co2,994.74,ppm,74.1
2026-02-10T15:04:56.653703,SITE-100,co2,965.78,ppm,77.6
2026-02-10T15:19:56.653703,SITE-100,co2,1015.41,ppm,71.7
2026-02-10T15:34:56.653703,SITE-100,co2,1037.45,ppm,69.1
2026-02-10T15:49:56.653703,SITE-100,co2,1022.2,ppm,70.9
2026-02-10T16:04:56.653703,SITE-100,co2,1006.16,ppm,72.8
2026-02-10T16:19:56.653703,SITE-100,co2,1012.09,ppm,72.1
2026-02-10T16:34:56.653703,SITE-100,co2,1014.81,ppm,71.8
2026-02-10T16:49:56.653703,SITE-100,co2,1035.28,ppm,69.4
2026-02-10T17:04:56.653703,SITE-100,co2,1042.28,ppm,68.6
2026-02-10T17:19:56.653703,SITE-100,co2,1033.1,ppm,69.6
2026-02-10T17:34:56.653703,SITE-100,co2,1059.0,ppm,66.6
2026-02-10T17:49:56.653703,SITE-100,co2,1066.12,ppm,65.8
2026-02-10T18:04:56.653703,SITE-100,co2,1060.87,ppm,66.4
2026-02-10T18:19:56.653703,SITE-100,co2,1079.63,ppm,64.2
2026-02-10T18:34:56.653703,SITE-100,co2,1092.99,ppm,62.6
2026-02-10T18:49:56.653703,SITE-100,co2,1076.52,ppm,64.5
2026-02-10T19:04:56.653703,SITE-100,co2,1091.39,ppm,62.8
2026-02-10T19:19:56.653703,SITE-100,co2,1067.37,ppm,65.6
2026-02-10T19:34:56.653703,SITE-100,co2,1118.05,ppm,59.6
2026-02-10T19:49:56.653703,SITE-100,co2,1102.97,ppm,61.4
2026-02-10T20:04:56.653703,SITE-100,co2,1080.05,ppm,64.1
2026-02-10T20:19:56.653703,SITE-100,co2,1118.75,ppm,59.6
2026-02-10T20:34:56.653703,SITE-100,co2,1128.73,ppm,58.4
2026-02-10T20:49:56.653703,SITE-100,co2,1092.44,ppm,62.7
2026-02-10T21:04:56.653703,SITE-100,co2,1075.38,ppm,64.7
2026-02-10T21:19:56.653703,SITE-100,co2,1107.99,ppm,60.8
2026-02-10T21:34:56.653703,SITE-100,co2,1124.87,ppm,58.8
2026-02-10T21:49:56.653703,SITE-100,co2,1106.41,ppm,61.0
2026-02-10T22:04:56.653703,SITE-100,co2,1105.04,ppm,61.2
2026-02-10T22:19:56.653703,SITE-100,co2,1120.85,ppm,59.3
2026-02-10T22:34:56.653703,SITE-100,co2,1126.65,ppm,58.6
2026-02-10T22:49:56.653703,SITE-100,co2,1096.13,ppm,62.2
2026-02-10T23:04:56.653703,SITE-100,co2,1120.81,ppm,59.3
2026-02-10T23:19:56.653703,SITE-100,co2,1112.94,ppm,60.2
2026-02-10T23:34:56.653703,SITE-100,co2,1116.11,ppm,59.9
2026-02-10T23:49:56.653703,SITE-100,co2,1094.63,ppm,62.4
2026-02-11T00:04:56.653703,SITE-100,co2,1097.06,ppm,62.1
2026-02-11T00:19:56.653703,SITE-100,co2,1109.9,ppm,60.6
2026-02-11T00:34:56.653703,SITE-100,co2,1120.6,ppm,59.3
2026-02-11T00:49:56.653703,SITE-100,co2,1104.19,ppm,61.3
2026-02-11T01:04:56.653703,SITE-100,co2,1088.49,ppm,63.1
2026-02-11T01:19:56.653703,SITE-100,co2,1054.53,ppm,67.1
2026-02-11T01:34:56.653703,SITE-100,co2,1059.67,ppm,66.5
2026-02-11T01:49:56.653703,SITE-100,co2,1083.77,ppm,63.7
2026-02-11T02:04:56.653703,SITE-100,co2,1098.31,ppm,62.0
2026-02-11T02:19:56.653703,SITE-100,co2,1078.72,ppm,64.3
2026-02-11T02:34:56.653703,SITE-100,co2,1078.5,ppm,64.3
2026-02-11T02:49:56.653703,SITE-100,co2,1071.75,ppm,65.1
2026-02-11T03:04:56.653703,SITE-100,co2,1065.76,ppm,65.8
2026-02-11T03:19:56.653703,SITE-100,co2,1070.51,ppm,65.2
2026-02-11T03:34:56.653703,SITE-100,co2,1071.08,ppm,65.2
2026-02-11T03:49:56.653703,SITE-100,co2,1047.3,ppm,68.0
2026-02-11T04:04:56.653703,SITE-100,co2,1041.57,ppm,68.6
2026-02-11T04:19:56.653703,SITE-100,co2,1035.33,ppm,69.4
2026-02-11T04:34:56.653703,SITE-100,co2,1033.76,ppm,69.6
2026-02-11T04:49:56.653703,SITE-100,co2,1016.87,ppm,71.5
2026-02-11T05:04:56.653703,SITE-100,co2,1014.94,ppm,71.8
2026-02-11T05:19:56.653703,SITE-100,co2,1021.71,ppm,71.0
2026-02-11T05:34:56.653703,SITE-100,co2,1007.14,ppm,72.7
2026-02-11T05:49:56.653703,SITE-100,co2,982.6,ppm,75.6
2026-02-11T06:04:56.653703,SITE-100,co2,991.19,ppm,74.6
2026-02-11T06:19:56.653703,SITE-100,co2,993.55,ppm,74.3
2026-02-11T06:34:56.653703,SITE-100,co2,986.43,ppm,75.1
2026-02-11T06:49:56.653703,SITE-100,co2,998.37,ppm,73.7
2026-02-11T07:04:56.653703,SITE-100,co2,1004.14,ppm,73.0
2026-02-11T07:19:56.653703,SITE-100,co2,967.11,ppm,77.4
2026-02-11T07:34:56.653703,SITE-100,co2,954.12,ppm,78.9
2026-02-11T07:49:56.653703,SITE-100,co2,945.98,ppm,79.9
2026-02-11T08:04:56.653703,SITE-100,co2,924.77,ppm,82.4
2026-02-11T08:19:56.653703,SITE-100,co2,993.26,ppm,74.3
2026-02-11T08:34:56.653703,SITE-100,co2,961.75,ppm,78.0
2026-02-11T08:49:56.653703,SITE-100,co2,960.92,ppm,78.1
2026-02-11T09:04:56.653703,SITE-100,co2,965.19,ppm,77.6
2026-02-11T09:19:56.653703,SITE-100,co2,948.45,ppm,79.6
2026-02-11T09:34:56.653703,SITE-100,co2,929.73,ppm,81.8
2026-02-11T09:49:56.653703,SITE-100,co2,938.61,ppm,80.8
2026-02-11T10:04:56.653703,SITE-100,co2,951.46,ppm,79.2
2026-02-11T10:19:56.653703,SITE-100,co2,967.11,ppm,77.4
2026-02-11T10:34:56.653703,SITE-100,co2,925.26,ppm,82.3
2026-02-11T10:49:56.653703,SITE-100,co2,963.4,ppm,77.8
2026-02-11T11:04:56.653703,SITE-100,co2,965.33,ppm,77.6
2026-02-11T11:19:56.653703,SITE-100,co2,954.15,ppm,78.9
2026-02-11T11:34:56.653703,SITE-100,co2,956.34,ppm,78.7
2026-02-11T11:49:56.653703,SITE-100,co2,957.06,ppm,78.6
2026-02-11T12:04:56.653703,SITE-100,co2,941.71,ppm,80.4
2026-02-11T12:19:56.653703,SITE-100,co2,953.06,ppm,79.1
2026-02-11T12:34:56.653703,SITE-100,co2,953.45,ppm,79.0
2026-02-11T12:49:56.653703,SITE-100,co2,985.95,ppm,75.2
2026-02-11T13:04:56.653703,SITE-100,co2,982.91,ppm,75.5
2026-02-11T13:19:56.653703,SITE-100,co2,965.7,ppm,77.6
2026-02-11T13:34:56.653703,SITE-100,co2,961.71,ppm,78.0
2026-02-11T13:49:56.653703,SITE-100,co2,995.29,ppm,74.1
2026-02-11T14:04:56.653703,SITE-100,co2,966.45,ppm,77.5
2026-02-11T14:19:56.653703,SITE-100,co2,997.14,ppm,73.9
2026-02-11T14:34:56.653703,SITE-100,co2,1005.35,ppm,72.9
2026-02-11T14:49:56.653703,SITE-100,co2,988.95,ppm,74.8
2026-02-11T15:04:56.653703,SITE-100,co2,995.48,ppm,74.1
2026-02-11T15:19:56.653703,SITE-100,co2,982.05,ppm,75.6
2026-02-11T15:34:56.653703,SITE-100,co2,986.54,ppm,75.1
2026-02-11T15:49:56.653703,SITE-100,co2,1036.51,ppm,69.2
2026-02-11T16:04:56.653703,SITE-100,co2,1011.98,ppm,72.1
2026-02-11T16:19:56.653703,SITE-100,co2,1041.41,ppm,68.7
2026-02-11T16:34:56.653703,SITE-100,co2,1038.72,ppm,69.0
2026-02-11T16:49:56.653703,SITE-100,co2,1061.61,ppm,66.3
2026-02-11T17:04:56.653703,SITE-100,co2,1040.88,ppm,68.7
2026-02-11T17:19:56.653703,SITE-100,co2,1046.59,ppm,68.0
2026-02-11T17:34:56.653703,SITE-100,co2,1047.43,ppm,67.9
2026-02-11T17:49:56.653703,SITE-100,co2,1038.41,ppm,69.0
2026-02-11T18:04:56.653703,SITE-100,co2,1058.29,ppm,66.7
2026-02-11T18:19:56.653703,SITE-100,co2,1074.07,ppm,64.8
2026-02-11T18:34:56.653703,SITE-100,co2,1098.05,ppm,62.0
2026-02-11T18:49:56.653703,SITE-100,co2,1067.99,ppm,65.5
2026-02-11T19:04:56.653703,SITE-100,co2,1066.88,ppm,65.7
2026-02-11T19:19:56.653703,SITE-100,co2,1079.88,ppm,64.1
2026-02-11T19:34:56.653703,SITE-100,co2,1110.53,ppm,60.5
2026-02-11T19:49:56.653703,SITE-100,co2,1076.92,ppm,64.5
2026-02-11T20:04:56.653703,SITE-100,co2,1090.42,ppm,62.9
2026-02-11T20:19:56.653703,SITE-100,co2,1124.06,ppm,58.9
2026-02-11T20:34:56.653703,SITE-100,co2,1086.53,ppm,63.3
2026-02-11T20:49:56.653703,SITE-100,co2,1100.51,ppm,61.7
2026-02-11T21:04:56.653703,SITE-100,co2,1092.84,ppm,62.6
2026-02-11T21:19:56.653703,SITE-100,co2,1098.27,ppm,62.0
2026-02-11T21:34:56.653703,SITE-100,co2,1103.46,ppm,61.4
2026-02-11T21:49:56.653703,SITE-100,co2,1120.47,ppm,59.4
2026-02-11T22:04:56.653703,SITE-100,co2,1107.01,ppm,60.9
2026-02-11T22:19:56.653703,SITE-100,co2,1121.89,ppm,59.2
2026-02-11T22:34:56.653703,SITE-100,co2,1126.03,ppm,58.7
2026-02-11T22:49:56.653703,SITE-100,co2,1121.35,ppm,59.3
2026-02-11T23:04:56.653703,SITE-100,co2,1120.92,ppm,59.3
2026-02-11T23:19:56.653703,SITE-100,co2,1109.59,ppm,60.6
2026-02-11T23:34:56.653703,SITE-100,co2,1094.63,ppm,62.4
2026-02-11T23:49:56.653703,SITE-100,co2,1098.62,ppm,61.9
2026-02-12T00:04:56.653703,SITE-100,co2,1098.84,ppm,61.9
2026-02-12T00:19:56.653703,SITE-100,co2,1096.35,ppm,62.2
2026-02-12T00:34:56.653703,SITE-100,co2,1120.2,ppm,59.4
2026-02-12T00:49:56.653703,SITE-100,co2,1125.74,ppm,58.7
2026-02-12T01:04:56.653703,SITE-100,co2,1114.16,ppm,60.1
2026-02-12T01:19:56.653703,SITE-100,co2,1069.14,ppm,65.4
2026-02-12T01:34:56.653703,SITE-100,co2,1114.81,ppm,60.0
2026-02-12T01:49:56.653703,SITE-100,co2,1074.67,ppm,64.7
2026-02-12T02:04:56.653703,SITE-100,co2,1089.0,ppm,63.1
2026-02-12T02:19:56.653703,SITE-100,co2,1088.51,ppm,63.1
2026-02-12T02:34:56.653703,SITE-100,co2,1065.47,ppm,65.8
2026-02-12T02:49:56.653703,SITE-100,co2,1087.97,ppm,63.2
2026-02-12T03:04:56.653703,SITE-100,co2,1049.43,ppm,67.7
2026-02-12T03:19:56.653703,SITE-100,co2,1067.43,ppm,65.6
2026-02-12T03:34:56.653703,SITE-100,co2,1052.42,ppm,67.4
2026-02-12T03:49:56.653703,SITE-100,co2,1007.82,ppm,72.6
2026-02-12T04:04:56.653703,SITE-100,co2,1051.49,ppm,67.5
2026-02-12T04:19:56.653703,SITE-100,co2,1009.87,ppm,72.4
2026-02-12T04:34:56.653703,SITE-100,co2,1010.55,ppm,72.3
2026-02-12T04:49:56.653703,SITE-100,co2,1031.6,ppm,69.8
2026-02-12T05:04:56.653703,SITE-100,co2,1027.58,ppm,70.3
2026-02-12T05:19:56.653703,SITE-100,co2,1028.59,ppm,70.2
2026-02-12T05:34:56.653703,SITE-100,co2,968.32,ppm,77.3
2026-02-12T05:49:56.653703,SITE-100,co2,1009.88,ppm,72.4
2026-02-12T06:04:56.653703,SITE-100,co2,991.11,ppm,74.6
2026-02-12T06:19:56.653703,SITE-100,co2,1017.85,ppm,71.4
2026-02-12T06:34:56.653703,SITE-100,co2,1018.72,ppm,71.3
2026-02-12T06:49:56.653703,SITE-100,co2,978.38,ppm,76.1
2026-02-12T07:04:56.653703,SITE-100,co2,986.65,ppm,75.1
2026-02-12T07:19:56.653703,SITE-100,co2,992.57,ppm,74.4
2026-02-12T07:34:56.653703,SITE-100,co2,943.48,ppm,80.2
2026-02-12T07:49:56.653703,SITE-100,co2,976.19,ppm,76.3
2026-02-12T08:04:56.653703,SITE-100,co2,983.02,ppm,75.5
2026-02-12T08:19:56.653703,SITE-100,co2,952.71,ppm,79.1
2026-02-12T08:34:56.653703,SITE-100,co2,971.07,ppm,76.9
2026-02-12T08:49:56.653703,SITE-100,co2,935.97,ppm,81.1
2026-02-12T09:04:56.653703,SITE-100,co2,958.87,ppm,78.4
2026-02-12T09:19:56.653703,SITE-100,co2,927.5,ppm,82.1
2026-02-12T09:34:56.653703,SITE-100,co2,933.83,ppm,81.3
2026-02-12T09:49:56.653703,SITE-100,co2,941.27,ppm,80.4
2026-02-12T10:04:56.653703,SITE-100,co2,950.03,ppm,79.4
2026-02-12T10:19:56.653703,SITE-100,co2,958.78,ppm,78.4
2026-02-12T10:34:56.653703,SITE-100,co2,956.79,ppm,78.6
2026-02-12T10:49:56.653703,SITE-100,co2,926.05,ppm,82.2
2026-02-12T11:04:56.653703,SITE-100,co2,945.76,ppm,79.9
2026-02-12T11:19:56.653703,SITE-100,co2,968.04,ppm,77.3
2026-02-12T11:34:56.653703,SITE-100,co2,955.37,ppm,78.8
2026-02-12T11:49:56.653703,SITE-100,co2,961.73,ppm,78.0
2026-02-12T12:04:56.653703,SITE-100,co2,944.63,ppm,80.0
2026-02-12T12:19:56.653703,SITE-100,co2,959.29,ppm,78.3
2026-02-12T12:34:56.653703,SITE-100,co2,930.09,ppm,81.8
2026-02-12T12:49:56.653703,SITE-100,co2,953.12,ppm,79.0
2026-02-12T13:04:56.653703,SITE-100,co2,968.77,ppm,77.2
2026-02-12T13:19:56.653703,SITE-100,co2,949.49,ppm,79.5
2026-02-12T13:34:56.653703,SITE-100,co2,956.37,ppm,78.7
2026-02-12T13:49:56.653703,SITE-100,co2,973.03,ppm,76.7
2026-02-12T14:04:56.653703,SITE-100,co2,975.98,ppm,76.4
2026-02-12T14:19:56.653703,SITE-100,co2,940.85,ppm,80.5
2026-02-12T14:34:56.653703,SITE-100,co2,976.47,ppm,76.3
2026-02-12T14:49:56.653703,SITE-100,co2,1022.95,ppm,70.8
2026-02-12T15:04:56.653703,SITE-100,co2,1003.64,ppm,73.1
2026-02-12T15:19:56.653703,SITE-100,co2,1020.85,ppm,71.1
2026-02-12T15:34:56.653703,SITE-100,co2,1005.61,ppm,72.9
2026-02-12T15:49:56.653703,SITE-100,co2,1011.45,ppm,72.2
2026-02-12T16:04:56.653703,SITE-100,co2,1011.98,ppm,72.1
2026-02-12T16:19:56.653703,SITE-100,co2,1043.26,ppm,68.4
2026-02-12T16:34:56.653703,SITE-100,co2,1024.03,ppm,70.7
2026-02-12T16:49:56.653703,SITE-100,co2,1020.85,ppm,71.1
2026-02-12T17:04:56.653703,SITE-100,co2,1065.64,ppm,65.8
2026-02-12T17:19:56.653703,SITE-100,co2,1020.57,ppm,71.1
2026-02-12T17:34:56.653703,SITE-100,co2,1031.18,ppm,69.9
2026-02-12T17:49:56.653703,SITE-100,co2,1059.52,ppm,66.5
2026-02-12T18:04:56.653703,SITE-100,co2,1082.78,ppm,63.8
2026-02-12T18:19:56.653703,SITE-100,co2,1051.96,ppm,67.4
2026-02-12T18:34:56.653703,SITE-100,co2,1069.88,ppm,65.3
2026-02-12T18:49:56.653703,SITE-100,co2,1070.82,ppm,65.2
2026-02-12T19:04:56.653703,SITE-100,co2,1093.02,ppm,62.6
2026-02-12T19:19:56.653703,SITE-100,co2,1060.58,ppm,66.4
2026-02-12T19:34:56.653703,SITE-100,co2,1101.28,ppm,61.6
2026-02-12T19:49:56.653703,SITE-100,co2,1097.76,ppm,62.0
2026-02-12T20:04:56.653703,SITE-100,co2,1091.24,ppm,62.8
2026-02-12T20:19:56.653703,SITE-100,co2,1100.68,ppm,61.7
2026-02-12T20:34:56.653703,SITE-100,co2,1105.08,ppm,61.2
2026-02-12T20:49:56.653703,SITE-100,co2,1112.4,ppm,60.3
2026-02-12T21:04:56.653703,SITE-100,co2,1125.19,ppm,58.8
2026-02-12T21:19:56.653703,SITE-100,co2,1110.27,ppm,60.6
2026-02-12T21:34:56.653703,SITE-100,co2,1117.48,ppm,59.7
2026-02-12T21:49:56.653703,SITE-100,co2,1136.12,ppm,57.5
2026-02-12T22:04:56.653703,SITE-100,co2,1142.48,ppm,56.8
2026-02-12T22:19:56.653703,SITE-100,co2,1100.96,ppm,61.7
2026-02-12T22:34:56.653703,SITE-100,co2,1134.01,ppm,57.8
2026-02-12T22:49:56.653703,SITE-100,co2,1098.0,ppm,62.0
2026-02-12T23:04:56.653703,SITE-100,co2,1136.33,ppm,57.5
2026-02-12T23:19:56.653703,SITE-100,co2,1135.67,ppm,57.6
2026-02-12T23:34:56.653703,SITE-100,co2,1112.36,ppm,60.3
2026-02-12T23:49:56.653703,SITE-100,co2,1093.15,ppm,62.6
2026-02-13T00:04:56.653703,SITE-100,co2,1088.11,ppm,63.2
2026-02-13T00:19:56.653703,SITE-100,co2,1100.11,ppm,61.8
2026-02-13T00:34:56.653703,SITE-100,co2,1099.7,ppm,61.8
2026-02-13T00:49:56.653703,SITE-100,co2,1102.1,ppm,61.5
2026-02-13T01:04:56.653703,SITE-100,co2,1101.38,ppm,61.6
2026-02-13T01:19:56.653703,SITE-100,co2,1105.12,ppm,61.2
2026-02-13T01:34:56.653703,SITE-100,co2,1085.28,ppm,63.5
2026-02-13T01:49:56.653703,SITE-100,co2,1101.0,ppm,61.6
2026-02-13T02:04:56.653703,SITE-100,co2,1094.17,ppm,62.5
2026-02-13T02:19:56.653703,SITE-100,co2,1083.25,ppm,63.7
2026-02-13T02:34:56.653703,SITE-100,co2,1091.19,ppm,62.8
2026-02-13T02:49:56.653703,SITE-100,co2,1050.55,ppm,67.6
2026-02-13T03:04:56.653703,SITE-100,co2,1056.84,ppm,66.8
2026-02-13T03:19:56.653703,SITE-100,co2,1059.58,ppm,66.5
2026-02-13T03:34:56.653703,SITE-100,co2,1043.12,ppm,68.5
2026-02-13T03:49:56.653703,SITE-100,co2,1054.5,ppm,67.1
2026-02-13T04:04:56.653703,SITE-100,co2,1051.35,ppm,67.5
2026-02-13T04:19:56.653703,SITE-100,co2,1041.31,ppm,68.7
2026-02-13T04:34:56.653703,SITE-100,co2,1034.21,ppm,69.5
2026-02-13T04:49:56.653703,SITE-100,co2,1024.7,ppm,70.6
2026-02-13T05:04:56.653703,SITE-100,co2,1017.9,ppm,71.4
2026-02-13T05:19:56.653703,SITE-100,co2,1016.46,ppm,71.6
2026-02-13T05:34:56.653703,SITE-100,co2,986.85,ppm,75.1
2026-02-13T05:49:56.653703,SITE-100,co2,1011.27,ppm,72.2
2026-02-13T06:04:56.653703,SITE-100,co2,973.61,ppm,76.6
2026-02-13T06:19:56.653703,SITE-100,co2,958.53,ppm,78.4
2026-02-13T06:34:56.653703,SITE-100,co2,975.18,ppm,76.4
2026-02-13T06:49:56.653703,SITE-100,co2,991.42,ppm,74.5
