timestamp,sensor_id,temperature,humidity,unit,location,battery_level
2026-03-27T01:47:30.509830,TEMP-1000,26.73,59.0,Celsius,Zone-A,100.0
2026-03-27T01:52:30.509830,TEMP-1000,26.99,55.4,Celsius,Zone-A,100.0
2026-03-27T01:57:30.509830,TEMP-1000,26.2,55.9,Celsius,Zone-A,100.0
2026-03-27T02:02:30.509830,TEMP-1000,26.08,58.7,Celsius,Zone-A,100.0
2026-03-27T02:07:30.509830,TEMP-1000,27.45,52.8,Celsius,Zone-A,100.0
2026-03-27T02:12:30.509830,TEMP-1000,27.58,53.5,Celsius,Zone-A,100.0
2026-03-27T02:17:30.509830,TEMP-1000,25.84,57.7,Celsius,Zone-A,100.0
2026-03-27T02:22:30.509830,TEMP-1000,27.5,54.1,Celsius,Zone-A,100.0
2026-03-27T02:27:30.509830,TEMP-1000,26.54,56.9,Celsius,Zone-A,100.0
2026-03-27T02:32:30.509830,TEMP-1000,27.24,56.0,Celsius,Zone-A,100.0
2026-03-27T02:37:30.509830,TEMP-1000,26.35,56.5,Celsius,Zone-A,100.0
2026-03-27T02:42:30.509830,TEMP-1000,27.33,63.3,Celsius,Zone-A,100.0
2026-03-27T02:47:30.509830,TEMP-1000,27.64,60.0,Celsius,Zone-A,100.0
2026-03-27T02:52:30.509830,TEMP-1000,27.02,62.1,Celsius,Zone-A,100.0
2026-03-27T02:57:30.509830,TEMP-1000,26.59,61.6,Celsius,Zone-A,100.0
2026-03-27T03:02:30.509830,TEMP-1000,26.07,59.7,Celsius,Zone-A,100.0
2026-03-27T03:07:30.509830,TEMP-1000,27.68,56.0,Celsius,Zone-A,100.0
2026-03-27T03:12:30.509830,TEMP-1000,26.82,56.3,Celsius,Zone-A,100.0
2026-03-27T03:17:30.509830,TEMP-1000,26.53,52.5,Celsius,Zone-A,100.0
2026-03-27T03:22:30.509830,TEMP-1000,26.68,56.7,Celsius,Zone-A,100.0
2026-03-27T03:27:30.509830,TEMP-1000,26.91,57.5,Celsius,Zone-A,100.0
2026-03-27T03:32:30.509830,TEMP-1000,27.36,54.4,Celsius,Zone-A,100.0
2026-03-27T03:37:30.509830,TEMP-1000,26.99,55.7,Celsius,Zone-A,100.0
2026-03-27T03:42:30.509830,TEMP-1000,27.71,58.5,Celsius,Zone-A,100.0
2026-03-27T03:47:30.509830,TEMP-1000,26.87,56.1,Celsius,Zone-A,100.0
2026-03-27T03:52:30.509830,TEMP-1000,27.44,53.2,Celsius,Zone-A,100.0
2026-03-27T03:57:30.509830,TEMP-1000,27.38,58.0,Celsius,Zone-A,100.0
2026-03-27T04:02:30.509830,TEMP-1000,28.07,53.3,Celsius,Zone-A,100.0
2026-03-27T04:07:30.509830,TEMP-1000,27.21,56.9,Celsius,Zone-A,100.0
2026-03-27T04:12:30.509830,TEMP-1000,27.28,50.1,Celsius,Zone-A,100.0
2026-03-27T04:17:30.509830,TEMP-1000,27.67,54.4,Celsius,Zone-A,100.0
2026-03-27T04:22:30.509830,TEMP-1000,27.71,58.9,Celsius,Zone-A,100.0
2026-03-27T04:27:30.509830,TEMP-1000,26.75,56.2,Celsius,Zone-A,100.0
2026-03-27T04:32:30.509830,TEMP-1000,26.76,53.4,Celsius,Zone-A,100.0
2026-03-27T04:37:30.509830,TEMP-1000,27.15,54.5,Celsius,Zone-A,100.0
2026-03-27T04:42:30.509830,TEMP-1000,27.5,55.5,Celsius,Zone-A,100.0
2026-03-27T04:47:30.509830,TEMP-1000,26.5,60.4,Celsius,Zone-A,100.0
2026-03-27T04:52:30.509830,TEMP-1000,27.02,57.3,Celsius,Zone-A,100.0
2026-03-27T04:57:30.509830,TEMP-1000,26.61,52.8,Celsius,Zone-A,100.0
2026-03-27T05:02:30.509830,TEMP-1000,27.16,57.2,Celsius,Zone-A,100.0
2026-03-27T05:07:30.509830,TEMP-1000,27.39,54.2,Celsius,Zone-A,100.0
2026-03-27T05:12:30.509830,TEMP-1000,27.46,57.2,Celsius,Zone-A,100.0
2026-03-27T05:17:30.509830,TEMP-1000,27.17,53.1,Celsius,Zone-A,100.0
2026-03-27T05:22:30.509830,TEMP-1000,26.63,52.6,Celsius,Zone-A,100.0
2026-03-27T05:27:30.509830,TEMP-1000,27.2,57.2,Celsius,Zone-A,100.0
2026-03-27T05:32:30.509830,TEMP-1000,27.11,55.5,Celsius,Zone-A,100.0
2026-03-27T05:37:30.509830,TEMP-1000,26.94,53.6,Celsius,Zone-A,100.0
2026-03-27T05:42:30.509830,TEMP-1000,26.61,55.3,Celsius,Zone-A,100.0
2026-03-27T05:47:30.509830,TEMP-1000,27.47,57.4,Celsius,Zone-A,100.0
2026-03-27T05:52:30.509830,TEMP-1000,27.0,54.5,Celsius,Zone-A,100.0
2026-03-27T05:57:30.509830,TEMP-1000,26.52,49.6,Celsius,Zone-A,100.0
2026-03-27T06:02:30.509830,TEMP-1000,27.37,49.5,Celsius,Zone-A,100.0
2026-03-27T06:07:30.509830,TEMP-1000,27.68,56.1,Celsius,Zone-A,100.0
2026-03-27T06:12:30.509830,TEMP-1000,26.86,57.5,Celsius,Zone-A,100.0
2026-03-27T06:17:30.509830,TEMP-1000,26.76,56.2,Celsius,Zone-A,100.0
2026-03-27T06:22:30.509830,TEMP-1000,26.92,51.6,Celsius,Zone-A,100.0
2026-03-27T06:27:30.509830,TEMP-1000,26.82,54.4,Celsius,Zone-A,100.0
2026-03-27T06:32:30.509830,TEMP-1000,26.62,56.6,Celsius,Zone-A,100.0
2026-03-27T06:37:30.509830,TEMP-1000,26.73,53.9,Celsius,Zone-A,100.0
2026-03-27T06:42:30.509830,TEMP-1000,25.7,57.3,Celsius,Zone-A,100.0
2026-03-27T06:47:30.509830,TEMP-1000,27.55,61.7,Celsius,Zone-A,100.0
2026-03-27T06:52:30.509830,TEMP-1000,26.17,55.4,Celsius,Zone-A,100.0
2026-03-27T06:57:30.509830,TEMP-1000,27.52,51.1,Celsius,Zone-A,100.0
2026-03-27T07:02:30.509830,TEMP-1000,26.78,54.7,Celsius,Zone-A,100.0
2026-03-27T07:07:30.509830,TEMP-1000,25.5,62.0,Celsius,Zone-A,100.0
2026-03-27T07:12:30.509830,TEMP-1000,26.15,63.8,Celsius,Zone-A,100.0
2026-03-27T07:17:30.509830,TEMP-1000,25.83,56.3,Celsius,Zone-A,100.0
2026-03-27T07:22:30.509830,TEMP-1000,26.33,55.9,Celsius,Zone-A,100.0
2026-03-27T07:27:30.509830,TEMP-1000,26.13,57.1,Celsius,Zone-A,100.0
2026-03-27T07:32:30.509830,TEMP-1000,25.57,58.1,Celsius,Zone-A,100.0
2026-03-27T07:37:30.509830,TEMP-1000,27.22,53.7,Celsius,Zone-A,100.0
2026-03-27T07:42:30.509830,TEMP-1000,26.06,61.5,Celsius,Zone-A,100.0
2026-03-27T07:47:30.509830,TEMP-1000,26.0,57.3,Celsius,Zone-A,100.0
2026-03-27T07:52:30.509830,TEMP-1000,26.7,55.6,Celsius,Zone-A,100.0
2026-03-27T07:57:30.509830,TEMP-1000,25.74,59.3,Celsius,Zone-A,100.0
2026-03-27T08:02:30.509830,TEMP-1000,26.19,55.7,Celsius,Zone-A,100.0
2026-03-27T08:07:30.509830,TEMP-1000,25.49,53.7,Celsius,Zone-A,100.0
2026-03-27T08:12:30.509830,TEMP-1000,25.52,56.7,Celsius,Zone-A,100.0
2026-03-27T08:17:30.509830,TEMP-1000,25.29,58.3,Celsius,Zone-A,100.0
2026-03-27T08:22:30.509830,TEMP-1000,25.11,55.0,Celsius,Zone-A,100.0
2026-03-27T08:27:30.509830,TEMP-1000,26.32,53.8,Celsius,Zone-A,100.0
2026-03-27T08:32:30.509830,TEMP-1000,25.26,56.0,Celsius,Zone-A,100.0
2026-03-27T08:37:30.509830,TEMP-1000,24.74,57.0,Celsius,Zone-A,100.0
2026-03-27T08:42:30.509830,TEMP-1000,25.17,54.7,Celsius,Zone-A,100.0
2026-03-27T08:47:30.509830,TEMP-1000,26.1,64.8,Celsius,Zone-A,100.0
2026-03-27T08:52:30.509830,TEMP-1000,25.49,54.7,Celsius,Zone-A,100.0
2026-03-27T08:57:30.509830,TEMP-1000,25.64,58.9,Celsius,Zone-A,100.0
2026-03-27T09:02:30.509830,TEMP-1000,25.03,65.4,Celsius,Zone-A,100.0
2026-03-27T09:07:30.509830,TEMP-1000,23.97,63.0,Celsius,Zone-A,100.0
2026-03-27T09:12:30.509830,TEMP-1000,24.49,63.7,Celsius,Zone-A,100.0
2026-03-27T09:17:30.509830,TEMP-1000,24.46,64.2,Celsius,Zone-A,100.0
2026-03-27T09:22:30.509830,TEMP-1000,23.78,64.5,Celsius,Zone-A,100.0
2026-03-27T09:27:30.509830,TEMP-1000,24.49,59.5,Celsius,Zone-A,100.0
2026-03-27T09:32:30.509830,TEMP-1000,24.12,57.5,Celsius,Zone-A,100.0
2026-03-27T09:37:30.509830,TEMP-1000,23.51,63.0,Celsius,Zone-A,100.0
2026-03-27T09:42:30.509830,TEMP-1000,24.86,63.2,Celsius,Zone-A,100.0
2026-03-27T09:47:30.509830,TEMP-1000,22.9,61.6,Celsius,Zone-A,100.0
2026-03-27T09:52:30.509830,TEMP-1000,24.84,55.9,Celsius,Zone-A,100.0
2026-03-27T09:57:30.509830,TEMP-1000,23.7,61.1,Celsius,Zone-A,100.0
2026-03-27T10:02:30.509830,TEMP-1000,23.81,58.3,Celsius,Zone-A,100.0
2026-03-27T10:07:30.509830,TEMP-1000,23.11,65.3,Celsius,Zone-A,100.0
2026-03-27T10:12:30.509830,TEMP-1000,24.25,58.3,Celsius,Zone-A,100.0
2026-03-27T10:17:30.509830,TEMP-1000,22.82,64.6,Celsius,Zone-A,100.0
2026-03-27T10:22:30.509830,TEMP-1000,23.49,62.7,Celsius,Zone-A,100.0
2026-03-27T10:27:30.509830,TEMP-1000,23.47,63.7,Celsius,Zone-A,100.0
2026-03-27T10:32:30.509830,TEMP-1000,23.21,65.1,Celsius,Zone-A,100.0
2026-03-27T10:37:30.509830,TEMP-1000,22.5,64.6,Celsius,Zone-A,100.0
2026-03-27T10:42:30.509830,TEMP-1000,23.1,60.1,Celsius,Zone-A,100.0
2026-03-27T10:47:30.509830,TEMP-1000,23.23,64.0,Celsius,Zone-A,100.0
2026-03-27T10:52:30.509830,TEMP-1000,23.66,60.1,Celsius,Zone-A,100.0
2026-03-27T10:57:30.509830,TEMP-1000,23.69,58.6,Celsius,Zone-A,100.0
2026-03-27T11:02:30.509830,TEMP-1000,22.72,62.4,Celsius,Zone-A,100.0
2026-03-27T11:07:30.509830,TEMP-1000,23.73,65.9,Celsius,Zone-A,100.0
2026-03-27T11:12:30.509830,TEMP-1000,22.84,65.7,Celsius,Zone-A,100.0
2026-03-27T11:17:30.509830,TEMP-1000,22.12,65.5,Celsius,Zone-A,100.0
2026-03-27T11:22:30.509830,TEMP-1000,21.69,69.7,Celsius,Zone-A,100.0
2026-03-27T11:27:30.509830,TEMP-1000,22.43,64.3,Celsius,Zone-A,100.0
2026-03-27T11:32:30.509830,TEMP-1000,23.01,65.6,Celsius,Zone-A,100.0
2026-03-27T11:37:30.509830,TEMP-1000,22.45,58.3,Celsius,Zone-A,100.0
2026-03-27T11:42:30.509830,TEMP-1000,22.12,62.0,Celsius,Zone-A,100.0
2026-03-27T11:47:30.509830,TEMP-1000,22.31,64.6,Celsius,Zone-A,100.0
2026-03-27T11:52:30.509830,TEMP-1000,22.33,60.9,Celsius,Zone-A,100.0
2026-03-27T11:57:30.509830,TEMP-1000,22.61,62.1,Celsius,Zone-A,100.0
2026-03-27T12:02:30.509830,TEMP-1000,21.86,63.8,Celsius,Zone-A,100.0
2026-03-27T12:07:30.509830,TEMP-1000,21.2,74.5,Celsius,Zone-A,100.0
2026-03-27T12:12:30.509830,TEMP-1000,21.11,72.9,Celsius,Zone-A,100.0
2026-03-27T12:17:30.509830,TEMP-1000,20.85,72.7,Celsius,Zone-A,100.0
2026-03-27T12:22:30.509830,TEMP-1000,21.64,63.4,Celsius,Zone-A,100.0
2026-03-27T12:27:30.509830,TEMP-1000,22.06,67.3,Celsius,Zone-A,100.0
2026-03-27T12:32:30.509830,TEMP-1000,22.23,65.7,Celsius,Zone-A,100.0
2026-03-27T12:37:30.509830,TEMP-1000,21.82,70.7,Celsius,Zone-A,100.0
2026-03-27T12:42:30.509830,TEMP-1000,20.99,61.7,Celsius,Zone-A,100.0
2026-03-27T12:47:30.509830,TEMP-1000,20.7,65.4,Celsius,Zone-A,100.0
2026-03-27T12:52:30.509830,TEMP-1000,21.49,71.0,Celsius,Zone-A,100.0
2026-03-27T12:57:30.509830,TEMP-1000,20.52,66.7,Celsius,Zone-A,100.0
2026-03-27T13:02:30.509830,TEMP-1000,21.0,67.3,Celsius,Zone-A,100.0
2026-03-27T13:07:30.509830,TEMP-1000,21.35,62.4,Celsius,Zone-A,100.0
2026-03-27T13:12:30.509830,TEMP-1000,21.11,66.5,Celsius,Zone-A,100.0
2026-03-27T13:17:30.509830,TEMP-1000,20.99,64.1,Celsius,Zone-A,100.0
2026-03-27T13:22:30.509830,TEMP-1000,20.09,68.4,Celsius,Zone-A,100.0
2026-03-27T13:27:30.509830,TEMP-1000,21.19,67.7,Celsius,Zone-A,100.0
2026-03-27T13:32:30.509830,TEMP-1000,20.82,66.5,Celsius,Zone-A,100.0
2026-03-27T13:37:30.509830,TEMP-1000,20.2,66.8,Celsius,Zone-A,100.0
2026-03-27T13:42:30.509830,TEMP-1000,20.67,70.4,Celsius,Zone-A,100.0
2026-03-27T13:47:30.509830,TEMP-1000,20.18,70.1,Celsius,Zone-A,100.0
2026-03-27T13:52:30.509830,TEMP-1000,20.71,64.2,Celsius,Zone-A,100.0
2026-03-27T13:57:30.509830,TEMP-1000,20.5,67.0,Celsius,Zone-A,100.0
2026-03-27T14:02:30.509830,TEMP-1000,19.77,71.6,Celsius,Zone-A,100.0
2026-03-27T14:07:30.509830,TEMP-1000,20.87,66.3,Celsius,Zone-A,100.0
2026-03-27T14:12:30.509830,TEMP-1000,20.85,67.2,Celsius,Zone-A,100.0
2026-03-27T14:17:30.509830,TEMP-1000,20.3,67.6,Celsius,Zone-A,100.0
2026-03-27T14:22:30.509830,TEMP-1000,20.32,73.7,Celsius,Zone-A,100.0
2026-03-27T14:27:30.509830,TEMP-1000,19.62,64.8,Celsius,Zone-A,100.0
2026-03-27T14:32:30.509830,TEMP-1000,19.14,70.6,Celsius,Zone-A,100.0
2026-03-27T14:37:30.509830,TEMP-1000,19.85,73.3,Celsius,Zone-A,100.0
2026-03-27T14:42:30.509830,TEMP-1000,19.18,74.0,Celsius,Zone-A,100.0
2026-03-27T14:47:30.509830,TEMP-1000,19.65,69.2,Celsius,Zone-A,100.0
2026-03-27T14:52:30.509830,TEMP-1000,20.15,72.4,Celsius,Zone-A,100.0
2026-03-27T14:57:30.509830,TEMP-1000,18.93,69.3,Celsius,Zone-A,100.0
2026-03-27T15:02:30.509830,TEMP-1000,19.4,71.9,Celsius,Zone-A,100.0
2026-03-27T15:07:30.509830,TEMP-1000,19.54,70.4,Celsius,Zone-A,100.0
2026-03-27T15:12:30.509830,TEMP-1000,19.34,74.1,Celsius,Zone-A,100.0
2026-03-27T15:17:30.509830,TEMP-1000,19.69,68.4,Celsius,Zone-A,100.0
2026-03-27T15:22:30.509830,TEMP-1000,19.09,71.7,Celsius,Zone-A,100.0
2026-03-27T15:27:30.509830,TEMP-1000,18.65,66.9,Celsius,Zone-A,100.0
2026-03-27T15:32:30.509830,TEMP-1000,19.21,70.2,Celsius,Zone-A,100.0
2026-03-27T15:37:30.509830,TEMP-1000,19.45,69.7,Celsius,Zone-A,100.0
2026-03-27T15:42:30.509830,TEMP-1000,19.57,72.2,Celsius,Zone-A,100.0
2026-03-27T15:47:30.509830,TEMP-1000,19.16,73.4,Celsius,Zone-A,100.0
2026-03-27T15:52:30.509830,TEMP-1000,20.41,68.0,Celsius,Zone-A,100.0
2026-03-27T15:57:30.509830,TEMP-1000,19.6,68.7,Celsius,Zone-A,100.0
2026-03-27T16:02:30.509830,TEMP-1000,19.64,70.4,Celsius,Zone-A,100.0
2026-03-27T16:07:30.509830,TEMP-1000,18.77,73.4,Celsius,Zone-A,100.0
2026-03-27T16:12:30.509830,TEMP-1000,19.07,70.5,Celsius,Zone-A,100.0
2026-03-27T16:17:30.509830,TEMP-1000,19.58,75.4,Celsius,Zone-A,100.0
2026-03-27T16:22:30.509830,TEMP-1000,19.04,77.8,Celsius,Zone-A,100.0
2026-03-27T16:27:30.509830,TEMP-1000,19.91,72.2,Celsius,Zone-A,100.0
